funcid,dim,milestone,error
16,10,1,8.717848e+02
16,10,2,7.767350e+02
16,10,3,7.061482e+02
16,10,5,5.396944e+02
16,10,10,4.751618e+02
16,10,20,3.997189e+02
16,10,30,3.970843e+02
16,10,40,3.933723e+02
16,10,50,3.918413e+02
16,10,60,3.915867e+02
16,10,70,3.884848e+02
16,10,80,3.880592e+02
16,10,90,3.879629e+02
16,10,100,3.878865e+02
16,10,1,5.927371e+02
16,10,2,5.879729e+02
16,10,3,5.858930e+02
16,10,5,4.867160e+02
16,10,10,3.976717e+02
16,10,20,1.791314e+02
16,10,30,1.761155e+02
16,10,40,1.745925e+02
16,10,50,1.725740e+02
16,10,60,1.705417e+02
16,10,70,1.679948e+02
16,10,80,1.679018e+02
16,10,90,1.671847e+02
16,10,100,1.655210e+02
16,10,1,6.425329e+02
16,10,2,5.391149e+02
16,10,3,5.364191e+02
16,10,5,4.812456e+02
16,10,10,1.864173e+02
16,10,20,1.083486e+02
16,10,30,2.941524e+01
16,10,40,2.509007e+01
16,10,50,2.436345e+01
16,10,60,2.292652e+01
16,10,70,2.170728e+01
16,10,80,1.993370e+01
16,10,90,1.919562e+01
16,10,100,1.862549e+01
16,10,1,7.467021e+02
16,10,2,5.224221e+02
16,10,3,4.623736e+02
16,10,5,4.370627e+02
16,10,10,3.901915e+02
16,10,20,3.601000e+02
16,10,30,3.539835e+02
16,10,40,3.474272e+02
16,10,50,2.728020e+02
16,10,60,2.638731e+02
16,10,70,2.617525e+02
16,10,80,2.609597e+02
16,10,90,2.593969e+02
16,10,100,2.574486e+02
16,10,1,6.631554e+02
16,10,2,6.631554e+02
16,10,3,5.416748e+02
16,10,5,4.918218e+02
16,10,10,4.173382e+02
16,10,20,3.811465e+02
16,10,30,3.695548e+02
16,10,40,3.431056e+02
16,10,50,3.231731e+02
16,10,60,3.202338e+02
16,10,70,3.088102e+02
16,10,80,3.076453e+02
16,10,90,3.056184e+02
16,10,100,3.028193e+02
16,10,1,8.341606e+02
16,10,2,6.983897e+02
16,10,3,6.981076e+02
16,10,5,5.966975e+02
16,10,10,4.593256e+02
16,10,20,4.298893e+02
16,10,30,4.116475e+02
16,10,40,4.094700e+02
16,10,50,1.674832e+02
16,10,60,1.665404e+02
16,10,70,1.663418e+02
16,10,80,1.660623e+02
16,10,90,1.654392e+02
16,10,100,1.651822e+02
16,10,1,4.430360e+02
16,10,2,4.390012e+02
16,10,3,4.361485e+02
16,10,5,3.959068e+02
16,10,10,3.231716e+02
16,10,20,3.144403e+02
