funcid,dim,milestone,error
5,10,1,1.319859e+02
5,10,2,1.319493e+02
5,10,3,1.160216e+02
5,10,5,7.900384e+01
5,10,10,5.855244e+01
5,10,20,4.789240e+01
5,10,30,4.642788e+01
5,10,40,4.615741e+01
5,10,50,4.548485e+01
5,10,60,4.532743e+01
5,10,70,4.500460e+01
5,10,80,4.474066e+01
5,10,90,4.425097e+01
5,10,100,4.366646e+01
5,10,1,1.032156e+02
5,10,2,1.003882e+02
5,10,3,9.756643e+01
5,10,5,9.566184e+01
5,10,10,6.099695e+01
5,10,20,5.495988e+01
5,10,30,5.317304e+01
5,10,40,5.237994e+01
5,10,50,5.161191e+01
5,10,60,5.113861e+01
5,10,70,5.054008e+01
5,10,80,5.043183e+01
5,10,90,4.977902e+01
5,10,100,4.964963e+01
5,10,1,9.514204e+01
5,10,2,9.336233e+01
5,10,3,8.548867e+01
5,10,5,7.238123e+01
5,10,10,4.365371e+01
5,10,20,3.990183e+01
5,10,30,3.946779e+01
5,10,40,3.911494e+01
5,10,50,3.881466e+01
5,10,60,3.857287e+01
5,10,70,3.796559e+01
5,10,80,3.699043e+01
5,10,90,3.685129e+01
5,10,100,3.650332e+01
5,10,1,1.403361e+02
5,10,2,1.208985e+02
5,10,3,8.201074e+01
5,10,5,6.982950e+01
5,10,10,6.241586e+01
5,10,20,4.927491e+01
5,10,30,4.843649e+01
5,10,40,4.768485e+01
5,10,50,4.757744e+01
5,10,60,4.727205e+01
5,10,70,4.703607e+01
5,10,80,4.675301e+01
5,10,90,4.648352e+01
5,10,100,4.613333e+01
5,10,1,9.683992e+01
5,10,2,9.672091e+01
5,10,3,7.418633e+01
5,10,5,7.363221e+01
5,10,10,6.426152e+01
5,10,20,4.246763e+01
5,10,30,4.145836e+01
5,10,40,4.121867e+01
5,10,50,4.098031e+01
5,10,60,4.068521e+01
5,10,70,4.043073e+01
5,10,80,4.021221e+01
5,10,90,3.974330e+01
5,10,100,3.857818e+01
5,10,1,1.227497e+02
5,10,2,1.015004e+02
5,10,3,9.437605e+01
5,10,5,8.110335e+01
5,10,10,6.436951e+01
5,10,20,5.044263e+01
5,10,30,4.767043e+01
5,10,40,4.741978e+01
5,10,50,4.690995e+01
5,10,60,4.659992e+01
5,10,70,4.643988e+01
5,10,80,4.602944e+01
5,10,90,4.587525e+01
5,10,100,4.513184e+01
5,10,1,1.101392e+02
5,10,2,1.100321e+02
5,10,3,9.874105e+01
5,10,5,9.277383e+01
5,10,10,5.779758e+01
5,10,20,5.634422e+01
5,10,30,5.507731e+01
5,10,40,5.425395e+01
5,10,50,5.360589e+01
5,10,60,5.302439e+01
5,10,70,5.279482e+01
5,10,80,5.190103e+01
5,10,90,5.128493e+01
5,10,100,4.963980e+01
5,10,1,1.213029e+02
5,10,2,9.356834e+01
5,10,3,7.929773e+01
5,10,5,7.211352e+01
5,10,10,5.697101e+01
5,10,20,4.846110e+01
5,10,30,4.568898e+01
5,10,40,4.550895e+01
5,10,50,4.503686e+01
5,10,60,4.431861e+01
5,10,70,4.383564e+01
5,10,80,4.371506e+01
5,10,90,4.280790e+01
5,10,100,4.270395e+01
5,10,1,1.258372e+02
5,10,2,1.258372e+02
5,10,3,1.043264e+02
5,10,5,6.524110e+01
5,10,10,5.910947e+01
5,10,20,4.543996e+01
5,10,30,4.089563e+01
5,10,40,4.044943e+01
5,10,50,4.028500e+01
5,10,60,4.000359e+01
5,10,70,3.988124e+01
5,10,80,3.977767e+01
5,10,90,3.968832e+01
5,10,100,3.953314e+01
5,10,1,1.118897e+02
5,10,2,1.117947e+02
5,10,3,1.108063e+02
5,10,5,7.503712e+01
5,10,10,6.749701e+01
5,10,20,6.553050e+01
5,10,30,6.421157e+01
5,10,40,6.262225e+01
5,10,50,6.227247e+01
5,10,60,6.191895e+01
5,10,70,6.149245e+01
5,10,80,6.117186e+01
5,10,90,6.110733e+01
5,10,100,6.075269e+01
5,10,1,1.377020e+02
5,10,2,1.342187e+02
5,10,3,9.283095e+01
5,10,5,9.191020e+01
5,10,10,5.085837e+01
5,10,20,3.997838e+01
5,10,30,3.963597e+01
5,10,40,3.884295e+01
5,10,50,3.865884e+01
5,10,60,3.745657e+01
5,10,70,3.668778e+01
5,10,80,3.625125e+01
5,10,90,3.549580e+01
5,10,100,3.542163e+01
5,10,1,1.285800e+02
5,10,2,1.209223e+02
5,10,3,1.123571e+02
5,10,5,9.778605e+01
5,10,10,6.716348e+01
5,10,20,5.589772e+01
5,10,30,5.536881e+01
5,10,40,5.476938e+01
5,10,50,5.396089e+01
5,10,60,5.366447e+01
5,10,70,5.331216e+01
5,10,80,5.317754e+01
5,10,90,5.267314e+01
5,10,100,5.238814e+01
5,10,1,1.423315e+02
5,10,2,1.113924e+02
5,10,3,1.095547e+02
5,10,5,9.534204e+01
5,10,10,6.720100e+01
5,10,20,5.621343e+01
5,10,30,4.626171e+01
5,10,40,4.530925e+01
5,10,50,4.521570e+01
5,10,60,4.474361e+01
5,10,70,4.443881e+01
5,10,80,4.422800e+01
5,10,90,4.403987e+01
5,10,100,4.360172e+01
5,10,1,1.096462e+02
5,10,2,1.087935e+02
5,10,3,7.647950e+01
5,10,5,5.689711e+01
5,10,10,5.626938e+01
5,10,20,5.540606e+01
5,10,30,5.420550e+01
5,10,40,5.346087e+01
5,10,50,5.295560e+01
5,10,60,5.243589e+01
5,10,70,5.222633e+01
5,10,80,5.182417e+01
5,10,90,5.136951e+01
5,10,100,5.074250e+01
5,10,1,1.282609e+02
5,10,2,1.246159e+02
5,10,3,1.012281e+02
5,10,5,7.466990e+01
5,10,10,7.066059e+01
5,10,20,5.220148e+01
5,10,30,5.149738e+01
5,10,40,5.115909e+01
5,10,50,5.080605e+01
5,10,60,5.030704e+01
5,10,70,4.969706e+01
5,10,80,4.774690e+01
5,10,90,4.730406e+01
5,10,100,4.703506e+01
5,10,1,9.804795e+01
5,10,2,8.290155e+01
5,10,3,8.263039e+01
5,10,5,6.331689e+01
5,10,10,5.601402e+01
5,10,20,4.869681e+01
5,10,30,4.782366e+01
5,10,40,4.535066e+01
5,10,50,4.511968e+01
5,10,60,4.492297e+01
5,10,70,4.448951e+01
5,10,80,4.430925e+01
5,10,90,4.403860e+01
5,10,100,4.353095e+01
5,10,1,1.354012e+02
5,10,2,1.299046e+02
5,10,3,1.095819e+02
5,10,5,7.738581e+01
5,10,10,6.913910e+01
5,10,20,5.097270e+01
5,10,30,4.746229e+01
5,10,40,4.696913e+01
5,10,50,4.486911e+01
5,10,60,4.385581e+01
5,10,70,4.314270e+01
5,10,80,4.242311e+01
5,10,90,4.203712e+01
5,10,100,4.122774e+01
5,10,1,1.622556e+02
5,10,2,1.123982e+02
5,10,3,1.014987e+02
5,10,5,9.084767e+01
5,10,10,5.569091e+01
5,10,20,4.529407e+01
5,10,30,4.428787e+01
5,10,40,4.395396e+01
5,10,50,4.378803e+01
5,10,60,4.292783e+01
5,10,70,4.272653e+01
5,10,80,4.243879e+01
5,10,90,4.233321e+01
5,10,100,4.221676e+01
5,10,1,1.008891e+02
5,10,2,8.764453e+01
5,10,3,7.674376e+01
5,10,5,6.799470e+01
5,10,10,5.884295e+01
5,10,20,5.056814e+01
5,10,30,4.698665e+01
5,10,40,4.643319e+01
5,10,50,4.620566e+01
5,10,60,4.551939e+01
5,10,70,4.481773e+01
5,10,80,4.458235e+01
5,10,90,4.448584e+01
5,10,100,4.398177e+01
5,10,1,8.180230e+01
5,10,2,8.180230e+01
5,10,3,8.177392e+01
5,10,5,7.136760e+01
5,10,10,3.784733e+01
5,10,20,3.159720e+01
5,10,30,3.041718e+01
5,10,40,3.021173e+01
5,10,50,2.982505e+01
5,10,60,2.969449e+01
5,10,70,2.936707e+01
5,10,80,2.908637e+01
5,10,90,2.885417e+01
5,10,100,2.865610e+01
5,10,1,1.302284e+02
5,10,2,1.177017e+02
5,10,3,8.558150e+01
5,10,5,7.897277e+01
5,10,10,4.540169e+01
5,10,20,4.487616e+01
5,10,30,4.411779e+01
5,10,40,4.314539e+01
5,10,50,4.244268e+01
5,10,60,4.187267e+01
5,10,70,4.141980e+01
5,10,80,4.118325e+01
5,10,90,4.101735e+01
5,10,100,4.039445e+01
5,10,1,1.100368e+02
5,10,2,9.040139e+01
5,10,3,8.561566e+01
5,10,5,6.424341e+01
5,10,10,5.921213e+01
5,10,20,4.856184e+01
5,10,30,4.330455e+01
5,10,40,4.280284e+01
5,10,50,4.259015e+01
5,10,60,4.234161e+01
5,10,70,4.206245e+01
5,10,80,4.148263e+01
5,10,90,4.125627e+01
5,10,100,4.105236e+01
