funcid,dim,milestone,error
12,50,1,3.980517e+09
12,50,2,3.916843e+09
12,50,3,3.911934e+09
12,50,5,3.906059e+09
12,50,10,3.902177e+09
12,50,20,3.900819e+09
12,50,30,3.899958e+09
12,50,40,3.899409e+09
12,50,50,3.899111e+09
12,50,60,3.898951e+09
12,50,70,3.898775e+09
12,50,80,3.898662e+09
12,50,90,3.898583e+09
12,50,100,3.898461e+09
12,50,1,2.750738e+08
12,50,2,2.408363e+08
12,50,3,2.235462e+08
12,50,5,2.226497e+08
12,50,10,2.226386e+08
12,50,20,2.226386e+08
12,50,30,2.226386e+08
12,50,40,2.226386e+08
12,50,50,2.226386e+08
12,50,60,2.226386e+08
12,50,70,2.226386e+08
12,50,80,2.226386e+08
12,50,90,2.226386e+08
12,50,100,2.226386e+08
12,50,1,1.311156e+08
12,50,2,2.243999e+07
12,50,3,9.339909e+06
12,50,5,4.417559e+06
12,50,10,2.132577e+06
12,50,20,1.718646e+06
12,50,30,1.629089e+06
12,50,40,1.581600e+06
12,50,50,1.554052e+06
12,50,60,1.533394e+06
12,50,70,1.519238e+06
12,50,80,1.513582e+06
12,50,90,1.506353e+06
12,50,100,1.502348e+06
12,50,1,1.050519e+09
12,50,2,7.365805e+08
12,50,3,7.350107e+08
12,50,5,7.347917e+08
12,50,10,7.347872e+08
12,50,20,7.347872e+08
12,50,30,7.347872e+08
12,50,40,7.347872e+08
12,50,50,7.347872e+08
12,50,60,7.347872e+08
12,50,70,7.347872e+08
12,50,80,7.347872e+08
12,50,90,7.347872e+08
12,50,100,7.347872e+08
12,50,1,2.416912e+09
12,50,2,2.258027e+09
12,50,3,2.256594e+09
12,50,5,2.255412e+09
12,50,10,2.254703e+09
12,50,20,2.254518e+09
12,50,30,2.254435e+09
12,50,40,2.254393e+09
12,50,50,2.254370e+09
12,50,60,2.254349e+09
12,50,70,2.254337e+09
12,50,80,2.254333e+09
12,50,90,2.254325e+09
12,50,100,2.254319e+09
12,50,1,2.587173e+09
12,50,2,2.359010e+09
12,50,3,2.301209e+09
12,50,5,2.270527e+09
12,50,10,2.267150e+09
12,50,20,2.267005e+09
12,50,30,2.267003e+09
12,50,40,2.267003e+09
12,50,50,2.267003e+09
12,50,60,2.267003e+09
12,50,70,2.267003e+09
12,50,80,2.267003e+09
12,50,90,2.267003e+09
12,50,100,2.267003e+09
12,50,1,3.343619e+09
12,50,2,2.410306e+09
12,50,3,2.314372e+09
12,50,5,2.304751e+09
12,50,10,2.301274e+09
12,50,20,2.298746e+09
12,50,30,2.297744e+09
12,50,40,2.297284e+09
12,50,50,2.296972e+09
12,50,60,2.296586e+09
