funcid,dim,milestone,error
25,30,1,4.596318e+02
25,30,2,4.169624e+02
25,30,3,3.921173e+02
25,30,5,3.888344e+02
25,30,10,3.885638e+02
25,30,20,3.885638e+02
25,30,30,3.885638e+02
25,30,40,3.885638e+02
25,30,50,3.885638e+02
25,30,60,3.885638e+02
25,30,70,3.885638e+02
25,30,80,3.885638e+02
25,30,90,3.885638e+02
25,30,100,3.885638e+02
25,30,1,5.006857e+02
25,30,2,4.541442e+02
25,30,3,4.371241e+02
25,30,5,3.929105e+02
25,30,10,3.885857e+02
25,30,20,3.885844e+02
25,30,30,3.885844e+02
25,30,40,3.885844e+02
25,30,50,3.885844e+02
25,30,60,3.885844e+02
25,30,70,3.885844e+02
25,30,80,3.885844e+02
25,30,90,3.885844e+02
25,30,100,3.885844e+02
25,30,1,4.672995e+02
25,30,2,4.012779e+02
25,30,3,3.901252e+02
25,30,5,3.878742e+02
25,30,10,3.876612e+02
25,30,20,3.876612e+02
25,30,30,3.876612e+02
25,30,40,3.876612e+02
25,30,50,3.876612e+02
25,30,60,3.876612e+02
25,30,70,3.876612e+02
25,30,80,3.876612e+02
25,30,90,3.876612e+02
25,30,100,3.876612e+02
25,30,1,4.316711e+02
25,30,2,3.899729e+02
25,30,3,3.874382e+02
25,30,5,3.871196e+02
25,30,10,3.871157e+02
25,30,20,3.871157e+02
25,30,30,3.871157e+02
25,30,40,3.871157e+02
25,30,50,3.871157e+02
25,30,60,3.871157e+02
25,30,70,3.871157e+02
25,30,80,3.871157e+02
25,30,90,3.871157e+02
25,30,100,3.871157e+02
25,30,1,5.020306e+02
25,30,2,4.329019e+02
25,30,3,4.173130e+02
25,30,5,3.996955e+02
25,30,10,3.931117e+02
25,30,20,3.931107e+02
25,30,30,3.931107e+02
25,30,40,3.931107e+02
25,30,50,3.931107e+02
25,30,60,3.931107e+02
25,30,70,3.931107e+02
25,30,80,3.931107e+02
25,30,90,3.931107e+02
25,30,100,3.931107e+02
25,30,1,4.622668e+02
25,30,2,4.128127e+02
25,30,3,3.922403e+02
25,30,5,3.902535e+02
25,30,10,3.901748e+02
25,30,20,3.901748e+02
25,30,30,3.901748e+02
25,30,40,3.901748e+02
25,30,50,3.901748e+02
25,30,60,3.901748e+02
25,30,70,3.901748e+02
25,30,80,3.901748e+02
25,30,90,3.901748e+02
25,30,100,3.901748e+02
25,30,1,4.314161e+02
25,30,2,3.995032e+02
25,30,3,3.943529e+02
25,30,5,3.932716e+02
25,30,10,3.932348e+02
25,30,20,3.932348e+02
25,30,30,3.932348e+02
25,30,40,3.932348e+02
25,30,50,3.932348e+02
25,30,60,3.932348e+02
25,30,70,3.932348e+02
25,30,80,3.932348e+02
25,30,90,3.932348e+02
25,30,100,3.932348e+02
25,30,1,4.073709e+02
25,30,2,3.960287e+02
25,30,3,3.952943e+02
25,30,5,3.951199e+02
25,30,10,3.951181e+02
25,30,20,3.951181e+02
25,30,30,3.951181e+02
25,30,40,3.951181e+02
25,30,50,3.951181e+02
25,30,60,3.951181e+02
25,30,70,3.951181e+02
25,30,80,3.951181e+02
25,30,90,3.951181e+02
25,30,100,3.951181e+02
25,30,1,4.341374e+02
25,30,2,3.909207e+02
25,30,3,3.888924e+02
25,30,5,3.886895e+02
25,30,10,3.886887e+02
25,30,20,3.886887e+02
25,30,30,3.886887e+02
25,30,40,3.886887e+02
25,30,50,3.886887e+02
25,30,60,3.886887e+02
25,30,70,3.886887e+02
25,30,80,3.886887e+02
25,30,90,3.886887e+02
25,30,100,3.886887e+02
25,30,1,5.122328e+02
25,30,2,4.228988e+02
25,30,3,3.910496e+02
25,30,5,3.887528e+02
25,30,10,3.887380e+02
25,30,20,3.887380e+02
25,30,30,3.887380e+02
25,30,40,3.887380e+02
25,30,50,3.887380e+02
25,30,60,3.887380e+02
25,30,70,3.887380e+02
25,30,80,3.887380e+02
25,30,90,3.887380e+02
25,30,100,3.887380e+02
25,30,1,4.806859e+02
25,30,2,4.457476e+02
