funcid,dim,milestone,error
13,30,1,2.516817e+10
13,30,2,8.799094e+09
13,30,3,3.967120e+09
13,30,5,1.716021e+09
13,30,10,1.213007e+09
13,30,20,5.753504e+08
13,30,30,2.609016e+08
13,30,40,2.323076e+08
13,30,50,2.136483e+08
13,30,60,1.970372e+08
13,30,70,1.864230e+08
13,30,80,1.779547e+08
13,30,90,1.666359e+08
13,30,100,1.531132e+08
13,30,1,6.359015e+09
13,30,2,3.243061e+09
13,30,3,1.736800e+09
13,30,5,1.204435e+09
13,30,10,6.435809e+08
13,30,20,3.118248e+08
13,30,30,2.586588e+08
13,30,40,2.464937e+08
13,30,50,2.336338e+08
13,30,60,2.277567e+08
13,30,70,2.167110e+08
13,30,80,2.045166e+08
13,30,90,1.893359e+08
13,30,100,1.764142e+08
13,30,1,1.026559e+10
13,30,2,9.506528e+09
13,30,3,2.658425e+09
13,30,5,2.371566e+09
13,30,10,1.125114e+09
13,30,20,3.487419e+08
13,30,30,3.203300e+08
13,30,40,2.331863e+08
13,30,50,1.252478e+08
13,30,60,1.147607e+08
13,30,70,1.109732e+08
13,30,80,1.058816e+08
13,30,90,7.230598e+07
13,30,100,6.277071e+07
13,30,1,1.221886e+10
13,30,2,5.413512e+09
13,30,3,2.934991e+09
13,30,5,1.096610e+09
13,30,10,6.264368e+08
13,30,20,3.550581e+08
13,30,30,1.975897e+08
13,30,40,1.774532e+08
13,30,50,1.697526e+08
13,30,60,1.625635e+08
13,30,70,1.556865e+08
13,30,80,1.499630e+08
13,30,90,1.437466e+08
13,30,100,1.370186e+08
13,30,1,9.693859e+09
13,30,2,6.125376e+09
13,30,3,1.742335e+09
13,30,5,1.012099e+09
13,30,10,2.239344e+08
13,30,20,2.095419e+08
13,30,30,1.717803e+08
13,30,40,1.613643e+08
13,30,50,1.465814e+08
13,30,60,1.410226e+08
13,30,70,1.301356e+08
13,30,80,1.228126e+08
13,30,90,1.174795e+08
13,30,100,1.141598e+08
13,30,1,2.201245e+10
13,30,2,7.941722e+09
13,30,3,2.664522e+09
13,30,5,1.286562e+09
13,30,10,1.187447e+09
13,30,20,5.251647e+08
13,30,30,4.331636e+08
13,30,40,4.047677e+08
13,30,50,3.866870e+08
13,30,60,3.627142e+08
13,30,70,3.428551e+08
13,30,80,3.333901e+08
13,30,90,3.241554e+08
13,30,100,3.168423e+08
13,30,1,2.602941e+10
13,30,2,1.386266e+10
13,30,3,6.071364e+09
13,30,5,1.713365e+09
13,30,10,8.226433e+08
13,30,20,2.366616e+08
13,30,30,2.039167e+08
13,30,40,1.916813e+08
13,30,50,1.866233e+08
13,30,60,1.759915e+08
13,30,70,1.648298e+08
13,30,80,1.551702e+08
13,30,90,1.465626e+08
13,30,100,1.343440e+08
13,30,1,1.055757e+10
13,30,2,6.634497e+09
13,30,3,3.576764e+09
13,30,5,1.704762e+09
13,30,10,7.152010e+08
13,30,20,3.389074e+08
13,30,30,3.192930e+08
13,30,40,3.012354e+08
13,30,50,2.838778e+08
13,30,60,2.712948e+08
13,30,70,2.618235e+08
13,30,80,2.487743e+08
13,30,90,2.338099e+08
13,30,100,2.174182e+08
13,30,1,1.835665e+10
13,30,2,6.214265e+09
13,30,3,5.508784e+09
13,30,5,1.429134e+09
13,30,10,9.516186e+08
13,30,20,7.456485e+08
13,30,30,6.408393e+08
13,30,40,5.879434e+08
13,30,50,5.699744e+08
13,30,60,5.528816e+08
13,30,70,5.034353e+08
13,30,80,4.829495e+08
13,30,90,4.739491e+08
13,30,100,4.542021e+08
13,30,1,7.867021e+09
13,30,2,2.155514e+09
13,30,3,1.856169e+09
13,30,5,1.629433e+09
13,30,10,5.131072e+08
13,30,20,2.195358e+08
13,30,30,1.524595e+08
13,30,40,1.423006e+08
13,30,50,1.362932e+08
13,30,60,1.322520e+08
13,30,70,1.265471e+08
13,30,80,1.229888e+08
13,30,90,1.186638e+08
13,30,100,1.149542e+08
13,30,1,1.412366e+10
13,30,2,1.317781e+10
13,30,3,5.862710e+09
13,30,5,3.152503e+09
13,30,10,9.956599e+08
13,30,20,5.688705e+08
13,30,30,3.464943e+08
13,30,40,3.216746e+08
13,30,50,2.995029e+08
13,30,60,2.864472e+08
13,30,70,2.633585e+08
13,30,80,1.660993e+08
13,30,90,1.572712e+08
13,30,100,1.490290e+08
13,30,1,1.966873e+10
13,30,2,9.230537e+09
13,30,3,2.548581e+09
13,30,5,1.176151e+09
13,30,10,4.410846e+08
13,30,20,4.017254e+08
13,30,30,3.503386e+08
13,30,40,3.284300e+08
13,30,50,3.124434e+08
13,30,60,2.802349e+08
13,30,70,2.693955e+08
13,30,80,2.604036e+08
13,30,90,2.493276e+08
13,30,100,2.413009e+08
13,30,1,1.800167e+10
13,30,2,8.554347e+09
13,30,3,2.556992e+09
13,30,5,1.891621e+09
13,30,10,1.096174e+09
13,30,20,8.858359e+08
13,30,30,7.961173e+08
13,30,40,7.194574e+08
13,30,50,6.792580e+08
13,30,60,6.560137e+08
13,30,70,6.394301e+08
13,30,80,6.141547e+08
13,30,90,5.854161e+08
13,30,100,5.459431e+08
13,30,1,8.809294e+09
13,30,2,8.369363e+09
13,30,3,2.480417e+09
13,30,5,2.404718e+09
13,30,10,1.710495e+09
13,30,20,7.655479e+08
13,30,30,6.560680e+08
13,30,40,6.069385e+08
13,30,50,4.438466e+08
13,30,60,4.323027e+08
13,30,70,4.226885e+08
13,30,80,4.053976e+08
13,30,90,4.006140e+08
13,30,100,3.908121e+08
13,30,1,1.569826e+10
13,30,2,7.120077e+09
13,30,3,1.969985e+09
13,30,5,5.612968e+08
13,30,10,1.886773e+08
13,30,20,1.621182e+08
13,30,30,6.840866e+07
13,30,40,6.356771e+07
13,30,50,5.926288e+07
13,30,60,5.481994e+07
13,30,70,5.193301e+07
13,30,80,4.895648e+07
13,30,90,4.555493e+07
13,30,100,4.340809e+07
13,30,1,1.185829e+10
13,30,2,6.353990e+09
13,30,3,3.117214e+09
13,30,5,1.218323e+09
13,30,10,4.481963e+08
13,30,20,2.266338e+08
13,30,30,2.110006e+08
13,30,40,2.017549e+08
13,30,50,1.897719e+08
13,30,60,1.834917e+08
13,30,70,1.758178e+08
13,30,80,1.682717e+08
13,30,90,1.608534e+08
13,30,100,1.546705e+08
13,30,1,1.368987e+10
13,30,2,6.959147e+09
13,30,3,4.243608e+09
13,30,5,2.085214e+09
13,30,10,4.677145e+08
13,30,20,3.109506e+08
13,30,30,2.001128e+08
13,30,40,1.818135e+08
13,30,50,1.675402e+08
13,30,60,1.570208e+08
13,30,70,1.482564e+08
13,30,80,1.381316e+08
13,30,90,1.330857e+08
13,30,100,1.210894e+08
13,30,1,1.925585e+10
13,30,2,5.411117e+09
13,30,3,4.164092e+09
13,30,5,1.383610e+09
13,30,10,6.271247e+08
13,30,20,4.187740e+08
13,30,30,3.486706e+08
13,30,40,3.191244e+08
13,30,50,3.109177e+08
13,30,60,2.938672e+08
13,30,70,2.833956e+08
13,30,80,2.630103e+08
13,30,90,2.522692e+08
13,30,100,2.435525e+08
13,30,1,1.873281e+10
13,30,2,1.581724e+10
13,30,3,5.598695e+09
13,30,5,1.245315e+09
13,30,10,8.092136e+08
13,30,20,2.218558e+08
13,30,30,1.657895e+08
13,30,40,1.501854e+08
13,30,50,1.447063e+08
13,30,60,1.348412e+08
13,30,70,1.288091e+08
13,30,80,1.130758e+08
13,30,90,1.067527e+08
13,30,100,1.024069e+08
13,30,1,2.017542e+10
13,30,2,5.881255e+09
13,30,3,2.885235e+09
13,30,5,1.655962e+09
13,30,10,1.106508e+09
13,30,20,6.309077e+08
13,30,30,4.631212e+08
13,30,40,3.599811e+08
13,30,50,3.466825e+08
13,30,60,3.356467e+08
13,30,70,3.262624e+08
13,30,80,3.164873e+08
13,30,90,3.062595e+08
13,30,100,2.940944e+08
13,30,1,1.819774e+10
13,30,2,1.804539e+10
13,30,3,7.850852e+09
13,30,5,1.497154e+09
13,30,10,8.170034e+08
13,30,20,1.864310e+08
13,30,30,1.744859e+08
13,30,40,1.688974e+08
13,30,50,1.567051e+08
13,30,60,1.489132e+08
13,30,70,1.375640e+08
13,30,80,1.272354e+08
13,30,90,1.219161e+08
13,30,100,1.155207e+08
13,30,1,1.413173e+10
13,30,2,7.677033e+09
13,30,3,3.729196e+09
13,30,5,1.107732e+09
13,30,10,6.365687e+08
13,30,20,5.777700e+08
13,30,30,3.735808e+08
13,30,40,3.393197e+08
13,30,50,3.191894e+08
13,30,60,3.039318e+08
13,30,70,2.921283e+08
13,30,80,2.841262e+08
13,30,90,2.751573e+08
13,30,100,2.603101e+08
13,30,1,3.870552e+09
13,30,2,2.967394e+09
13,30,3,2.412812e+09
13,30,5,1.594980e+09
13,30,10,7.253160e+08
13,30,20,4.484291e+08
13,30,30,2.249640e+08
13,30,40,2.055284e+08
13,30,50,1.987981e+08
13,30,60,1.955144e+08
13,30,70,1.747870e+08
13,30,80,1.708046e+08
13,30,90,1.667740e+08
13,30,100,1.573429e+08
13,30,1,1.791399e+10
13,30,2,7.610788e+09
13,30,3,2.823850e+09
13,30,5,1.502740e+09
13,30,10,6.165907e+08
13,30,20,2.468270e+08
13,30,30,2.312063e+08
13,30,40,2.171317e+08
13,30,50,2.069039e+08
13,30,60,1.908347e+08
13,30,70,1.865562e+08
13,30,80,1.827163e+08
13,30,90,1.765004e+08
13,30,100,1.662575e+08
13,30,1,8.524453e+09
13,30,2,5.598271e+09
13,30,3,3.572151e+09
13,30,5,1.929099e+09
13,30,10,8.176684e+08
13,30,20,5.977244e+07
13,30,30,5.030474e+07
13,30,40,4.721063e+07
13,30,50,4.110550e+07
13,30,60,3.813118e+07
13,30,70,3.508747e+07
13,30,80,3.178393e+07
13,30,90,2.880681e+07
13,30,100,2.609920e+07
13,30,1,1.379615e+10
13,30,2,9.552789e+09
13,30,3,3.323592e+09
13,30,5,1.702898e+09
13,30,10,7.621930e+08
13,30,20,3.087196e+08
13,30,30,2.709992e+08
13,30,40,2.606508e+08
13,30,50,2.546103e+08
13,30,60,2.438568e+08
13,30,70,2.233433e+08
13,30,80,2.172676e+08
13,30,90,2.087164e+08
13,30,100,1.946345e+08
13,30,1,1.611100e+10
13,30,2,1.048656e+10
13,30,3,2.749953e+09
13,30,5,1.961859e+09
13,30,10,6.317743e+08
13,30,20,4.670896e+08
13,30,30,3.744068e+08
13,30,40,2.705515e+08
13,30,50,2.641138e+08
13,30,60,2.551083e+08
13,30,70,2.507473e+08
13,30,80,2.446011e+08
13,30,90,2.387791e+08
13,30,100,2.339869e+08
13,30,1,1.888122e+10
13,30,2,7.340738e+09
13,30,3,4.479608e+09
13,30,5,1.255682e+09
13,30,10,3.187949e+08
13,30,20,2.918805e+08
13,30,30,2.695188e+08
13,30,40,2.573566e+08
13,30,50,2.459520e+08
13,30,60,2.150755e+08
13,30,70,2.052094e+08
13,30,80,1.956901e+08
13,30,90,1.870034e+08
13,30,100,1.756686e+08
13,30,1,1.701691e+10
13,30,2,6.281365e+09
13,30,3,1.411013e+09
13,30,5,1.186035e+09
13,30,10,2.980283e+08
13,30,20,2.673087e+08
13,30,30,2.367583e+08
13,30,40,1.909309e+08
13,30,50,1.725124e+08
13,30,60,1.640321e+08
13,30,70,1.590147e+08
13,30,80,1.471957e+08
13,30,90,1.428475e+08
13,30,100,1.393923e+08
13,30,1,1.402306e+10
13,30,2,9.123000e+09
13,30,3,7.728266e+09
13,30,5,1.127304e+09
13,30,10,7.279803e+08
13,30,20,3.632316e+08
13,30,30,3.018068e+08
13,30,40,2.696562e+08
13,30,50,2.399116e+08
13,30,60,2.261205e+08
13,30,70,2.109858e+08
13,30,80,2.033889e+08
13,30,90,1.936271e+08
13,30,100,1.836384e+08
13,30,1,9.109011e+09
13,30,2,4.621286e+09
13,30,3,3.369621e+09
13,30,5,2.195904e+09
13,30,10,5.774349e+08
13,30,20,3.988011e+08
13,30,30,3.479841e+08
13,30,40,3.186716e+08
13,30,50,2.987278e+08
13,30,60,2.748624e+08
13,30,70,2.603640e+08
13,30,80,2.502499e+08
13,30,90,2.425071e+08
13,30,100,2.106296e+08
