funcid,dim,milestone,error
26,50,1,6.365762e+03
26,50,2,5.893153e+03
26,50,3,5.486743e+03
26,50,5,5.319201e+03
26,50,10,4.748307e+03
26,50,20,4.123414e+03
26,50,30,1.602774e+03
26,50,40,1.602774e+03
26,50,50,1.602774e+03
26,50,60,1.602774e+03
26,50,70,1.602774e+03
26,50,80,1.602774e+03
26,50,90,1.602774e+03
26,50,100,1.602774e+03
26,50,1,7.065948e+03
26,50,2,5.874721e+03
26,50,3,5.442204e+03
26,50,5,5.170793e+03
26,50,10,4.864314e+03
26,50,20,4.507357e+03
26,50,30,1.909270e+03
26,50,40,1.905082e+03
26,50,50,1.905082e+03
26,50,60,1.905082e+03
26,50,70,1.905082e+03
26,50,80,1.905082e+03
26,50,90,1.905082e+03
26,50,100,1.905082e+03
26,50,1,6.462246e+03
26,50,2,5.557381e+03
26,50,3,5.432587e+03
26,50,5,4.984900e+03
26,50,10,4.984900e+03
26,50,20,4.655383e+03
26,50,30,1.712030e+03
26,50,40,1.707509e+03
26,50,50,1.707509e+03
26,50,60,1.707509e+03
26,50,70,1.707509e+03
26,50,80,1.707509e+03
26,50,90,1.707509e+03
26,50,100,1.707509e+03
26,50,1,6.144656e+03
26,50,2,5.424174e+03
26,50,3,5.424174e+03
26,50,5,5.185520e+03
26,50,10,5.012755e+03
26,50,20,4.552345e+03
26,50,30,1.657228e+03
26,50,40,1.656820e+03
26,50,50,1.656820e+03
26,50,60,1.656820e+03
26,50,70,1.656820e+03
26,50,80,1.656820e+03
26,50,90,1.656820e+03
26,50,100,1.656820e+03
26,50,1,5.992891e+03
26,50,2,5.484152e+03
26,50,3,5.003405e+03
26,50,5,5.003405e+03
26,50,10,4.680984e+03
26,50,20,4.671607e+03
26,50,30,2.349527e+03
26,50,40,1.494751e+03
26,50,50,1.494751e+03
26,50,60,1.494751e+03
26,50,70,1.494751e+03
26,50,80,1.494751e+03
26,50,90,1.494751e+03
26,50,100,1.494751e+03
26,50,1,6.776040e+03
26,50,2,5.687116e+03
26,50,3,5.486160e+03
26,50,5,5.203616e+03
26,50,10,4.936365e+03
26,50,20,4.610918e+03
26,50,30,3.221764e+03
26,50,40,1.594820e+03
26,50,50,1.594820e+03
26,50,60,1.594820e+03
26,50,70,1.594820e+03
26,50,80,1.594820e+03
26,50,90,1.594820e+03
26,50,100,1.594820e+03
26,50,1,6.284870e+03
26,50,2,5.409457e+03
26,50,3,5.408541e+03
26,50,5,5.263685e+03
26,50,10,5.175037e+03
26,50,20,5.027412e+03
26,50,30,4.064162e+03
26,50,40,1.634396e+03
26,50,50,1.634390e+03
26,50,60,1.634390e+03
26,50,70,1.634390e+03
26,50,80,1.634390e+03
26,50,90,1.634390e+03
26,50,100,1.634390e+03
26,50,1,6.631317e+03
26,50,2,5.418653e+03
26,50,3,5.322641e+03
26,50,5,4.769582e+03
26,50,10,4.769582e+03
26,50,20,3.805376e+03
26,50,30,1.678811e+03
26,50,40,1.678803e+03
26,50,50,1.678803e+03
26,50,60,1.678803e+03
26,50,70,1.678803e+03
26,50,80,1.678803e+03
26,50,90,1.678803e+03
26,50,100,1.678803e+03
26,50,1,6.284018e+03
26,50,2,5.940287e+03
26,50,3,5.734399e+03
26,50,5,5.168333e+03
26,50,10,4.772932e+03
26,50,20,4.531744e+03
26,50,30,4.497127e+03
26,50,40,4.419852e+03
26,50,50,1.535219e+03
26,50,60,1.528187e+03
26,50,70,1.528187e+03
26,50,80,1.528187e+03
26,50,90,1.528187e+03
26,50,100,1.528187e+03
26,50,1,6.363187e+03
26,50,2,5.646719e+03
26,50,3,5.344850e+03
26,50,5,5.109649e+03
26,50,10,4.896852e+03
26,50,20,4.261745e+03
26,50,30,1.620235e+03
26,50,40,1.620235e+03
26,50,50,1.620235e+03
26,50,60,1.620235e+03
26,50,70,1.620235e+03
26,50,80,1.620235e+03
26,50,90,1.620235e+03
26,50,100,1.620235e+03
26,50,1,6.170350e+03
26,50,2,5.554783e+03
26,50,3,5.496636e+03
26,50,5,5.208329e+03
26,50,10,4.927639e+03
26,50,20,4.726950e+03
26,50,30,2.958053e+03
26,50,40,1.796828e+03
26,50,50,1.796828e+03
26,50,60,1.796828e+03
26,50,70,1.796828e+03
26,50,80,1.796828e+03
26,50,90,1.796828e+03
26,50,100,1.796828e+03
26,50,1,6.056185e+03
26,50,2,5.651059e+03
26,50,3,5.494769e+03
26,50,5,5.270875e+03
26,50,10,4.969888e+03
26,50,20,4.182562e+03
26,50,30,1.745439e+03
26,50,40,1.744937e+03
26,50,50,1.744937e+03
26,50,60,1.744937e+03
26,50,70,1.744937e+03
26,50,80,1.744937e+03
26,50,90,1.744937e+03
26,50,100,1.744937e+03
26,50,1,6.233168e+03
26,50,2,5.877151e+03
26,50,3,5.179941e+03
26,50,5,5.179941e+03
26,50,10,4.411715e+03
26,50,20,4.411715e+03
26,50,30,1.908324e+03
26,50,40,1.907514e+03
26,50,50,1.907514e+03
26,50,60,1.907514e+03
26,50,70,1.907514e+03
26,50,80,1.907514e+03
26,50,90,1.907514e+03
26,50,100,1.907514e+03
26,50,1,7.425816e+03
26,50,2,6.362515e+03
26,50,3,6.026272e+03
26,50,5,5.641885e+03
26,50,10,4.581601e+03
26,50,20,1.768441e+03
26,50,30,1.719845e+03
26,50,40,1.719845e+03
26,50,50,1.719845e+03
26,50,60,1.719845e+03
26,50,70,1.719845e+03
26,50,80,1.719845e+03
26,50,90,1.719845e+03
26,50,100,1.719845e+03
26,50,1,7.068011e+03
26,50,2,5.870760e+03
26,50,3,5.447638e+03
26,50,5,5.178474e+03
26,50,10,4.522889e+03
26,50,20,1.573365e+03
26,50,30,1.573365e+03
26,50,40,1.573365e+03
26,50,50,1.573365e+03
26,50,60,1.573365e+03
26,50,70,1.573365e+03
26,50,80,1.573365e+03
26,50,90,1.573365e+03
26,50,100,1.573365e+03
26,50,1,6.607059e+03
26,50,2,5.705650e+03
26,50,3,5.594559e+03
26,50,5,5.323970e+03
26,50,10,5.203601e+03
26,50,20,4.792059e+03
26,50,30,1.511224e+03
26,50,40,1.509991e+03
26,50,50,1.509991e+03
26,50,60,1.509991e+03
26,50,70,1.509991e+03
26,50,80,1.509991e+03
26,50,90,1.509991e+03
26,50,100,1.509991e+03
26,50,1,6.370228e+03
26,50,2,6.084756e+03
26,50,3,5.922802e+03
26,50,5,5.922802e+03
26,50,10,4.890410e+03
26,50,20,4.184610e+03
26,50,30,1.578142e+03
26,50,40,1.456636e+03
26,50,50,1.456636e+03
26,50,60,1.456636e+03
26,50,70,1.456636e+03
26,50,80,1.456636e+03
26,50,90,1.456636e+03
26,50,100,1.456636e+03
26,50,1,7.172133e+03
26,50,2,5.542236e+03
26,50,3,5.542236e+03
26,50,5,5.521709e+03
26,50,10,5.162083e+03
26,50,20,4.253787e+03
26,50,30,1.981837e+03
26,50,40,1.981424e+03
26,50,50,1.981424e+03
26,50,60,1.981424e+03
26,50,70,1.981424e+03
26,50,80,1.981424e+03
26,50,90,1.981424e+03
26,50,100,1.981424e+03
26,50,1,6.891886e+03
26,50,2,5.482983e+03
26,50,3,5.347771e+03
26,50,5,5.138651e+03
26,50,10,5.008436e+03
26,50,20,4.126603e+03
26,50,30,1.855972e+03
26,50,40,1.855971e+03
26,50,50,1.855971e+03
26,50,60,1.855971e+03
26,50,70,1.855971e+03
26,50,80,1.855971e+03
26,50,90,1.855971e+03
26,50,100,1.855971e+03
26,50,1,6.261480e+03
26,50,2,5.487986e+03
26,50,3,5.326055e+03
26,50,5,5.159018e+03
26,50,10,5.153790e+03
26,50,20,1.746414e+03
26,50,30,1.557273e+03
26,50,40,1.557273e+03
26,50,50,1.557273e+03
26,50,60,1.557273e+03
26,50,70,1.557273e+03
26,50,80,1.557273e+03
26,50,90,1.557273e+03
26,50,100,1.557273e+03
26,50,1,6.975821e+03
26,50,2,6.552842e+03
26,50,3,5.924397e+03
26,50,5,5.273041e+03
