funcid,dim,milestone,error
9,50,1,8.255038e+03
9,50,2,1.750379e+03
9,50,3,8.894499e+02
9,50,5,1.865052e+02
9,50,10,2.577224e+01
9,50,20,2.509211e+01
9,50,30,2.509030e+01
9,50,40,2.509015e+01
9,50,50,2.509015e+01
9,50,60,2.509015e+01
9,50,70,2.509015e+01
9,50,80,2.509015e+01
9,50,90,2.509015e+01
9,50,100,2.509015e+01
9,50,1,6.940465e+03
9,50,2,3.228648e+03
9,50,3,6.516252e+02
9,50,5,6.227231e+01
9,50,10,1.022401e+01
9,50,20,1.017644e+01
9,50,30,1.017621e+01
9,50,40,1.017621e+01
9,50,50,1.017621e+01
9,50,60,1.017621e+01
9,50,70,1.017621e+01
9,50,80,1.017621e+01
9,50,90,1.017621e+01
9,50,100,1.017621e+01
9,50,1,1.003111e+04
9,50,2,3.348559e+03
9,50,3,1.382828e+03
9,50,5,3.975137e+02
9,50,10,4.365437e+01
9,50,20,3.773241e+01
9,50,30,3.771987e+01
9,50,40,3.771953e+01
9,50,50,3.771947e+01
9,50,60,3.771945e+01
9,50,70,3.771945e+01
9,50,80,3.771945e+01
9,50,90,3.771945e+01
9,50,100,3.771945e+01
9,50,1,9.502627e+03
9,50,2,2.148847e+03
9,50,3,6.061516e+02
9,50,5,1.724064e+02
9,50,10,1.319044e+01
9,50,20,1.244346e+01
9,50,30,1.244322e+01
9,50,40,1.244322e+01
9,50,50,1.244322e+01
9,50,60,1.244322e+01
9,50,70,1.244322e+01
9,50,80,1.244322e+01
9,50,90,1.244322e+01
9,50,100,1.244322e+01
9,50,1,1.208577e+04
9,50,2,3.006305e+03
9,50,3,7.563855e+02
9,50,5,1.213401e+02
9,50,10,8.240873e+00
9,50,20,8.173212e+00
9,50,30,8.173198e+00
9,50,40,8.173198e+00
9,50,50,8.173198e+00
9,50,60,8.173198e+00
9,50,70,8.173198e+00
9,50,80,8.173198e+00
9,50,90,8.173198e+00
9,50,100,8.173198e+00
9,50,1,9.897400e+03
9,50,2,2.426560e+03
9,50,3,6.948190e+02
9,50,5,1.834797e+02
9,50,10,5.046599e+00
