funcid,dim,milestone,error
18,10,1,4.349478e+04
18,10,2,1.460062e+03
18,10,3,9.879659e+01
18,10,5,2.510882e+01
18,10,10,1.257147e+01
18,10,20,8.486172e-02
18,10,30,1.263233e-02
18,10,40,1.213889e-02
18,10,50,1.213608e-02
18,10,60,1.213606e-02
18,10,70,1.213605e-02
18,10,80,1.213604e-02
18,10,90,1.213603e-02
18,10,100,1.213602e-02
18,10,1,2.373092e+05
18,10,2,2.190490e+03
18,10,3,1.361329e+02
18,10,5,3.087428e+01
18,10,10,1.983380e+01
18,10,20,2.086672e-01
18,10,30,5.820348e-02
18,10,40,5.609919e-02
18,10,50,5.609266e-02
18,10,60,5.609263e-02
18,10,70,5.609262e-02
18,10,80,5.609261e-02
18,10,90,5.609259e-02
18,10,100,5.609257e-02
18,10,1,1.014017e+04
18,10,2,7.718237e+02
18,10,3,1.073495e+02
18,10,5,2.834455e+01
18,10,10,8.782308e+00
18,10,20,4.849960e-01
18,10,30,4.644792e-01
18,10,40,4.644668e-01
18,10,50,4.644668e-01
18,10,60,4.644668e-01
18,10,70,4.644667e-01
18,10,80,4.644667e-01
18,10,90,4.644667e-01
18,10,100,4.644667e-01
18,10,1,5.267429e+04
18,10,2,2.184691e+03
18,10,3,1.433452e+02
18,10,5,2.724574e+01
18,10,10,2.161312e+01
18,10,20,5.029331e-01
18,10,30,4.987931e-01
18,10,40,4.987832e-01
18,10,50,4.987832e-01
18,10,60,4.987832e-01
18,10,70,4.987832e-01
18,10,80,4.987832e-01
18,10,90,4.987832e-01
18,10,100,4.987832e-01
18,10,1,8.713681e+04
18,10,2,2.306270e+03
18,10,3,1.065072e+02
18,10,5,2.971701e+01
18,10,10,2.078670e+01
18,10,20,2.044028e+01
18,10,30,2.016885e+01
18,10,40,2.006473e+01
18,10,50,2.002263e+01
18,10,60,2.001129e+01
18,10,70,2.000409e+01
18,10,80,2.000197e+01
18,10,90,2.000122e+01
18,10,100,1.999973e+01
18,10,1,1.672240e+05
18,10,2,2.197909e+03
18,10,3,1.087961e+02
18,10,5,2.982744e+01
18,10,10,2.135589e+01
18,10,20,2.020713e+01
18,10,30,2.004244e+01
18,10,40,2.001301e+01
18,10,50,2.000751e+01
18,10,60,2.000639e+01
18,10,70,2.000613e+01
18,10,80,2.000564e+01
18,10,90,2.000559e+01
18,10,100,2.000554e+01
18,10,1,2.335854e+04
18,10,2,2.501179e+02
18,10,3,8.915687e+01
18,10,5,2.809231e+01
18,10,10,2.289245e+01
18,10,20,2.049158e+01
18,10,30,2.047159e+01
18,10,40,2.032765e+01
18,10,50,1.328531e+01
18,10,60,2.145330e-01
18,10,70,2.141543e-01
18,10,80,2.141534e-01
18,10,90,2.141534e-01
18,10,100,2.141533e-01
18,10,1,1.629780e+05
18,10,2,7.875010e+02
18,10,3,9.536579e+01
18,10,5,2.917078e+01
18,10,10,1.599355e+01
