funcid,dim,milestone,error
6,10,1,3.946387e+01
6,10,2,1.359072e+01
6,10,3,6.465768e+00
6,10,5,3.043906e+00
6,10,10,9.741628e-02
6,10,20,3.992749e-05
6,10,30,5.366405e-08
6,10,40,2.273737e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,4.139637e+01
6,10,2,1.455893e+01
6,10,3,5.687015e+00
6,10,5,1.328278e+00
6,10,10,5.109444e-02
6,10,20,3.149542e-05
6,10,30,3.590401e-08
6,10,40,2.273737e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.190956e+01
6,10,2,8.519717e+00
6,10,3,4.081210e+00
6,10,5,7.344367e-01
6,10,10,7.883668e-03
6,10,20,3.490496e-06
6,10,30,6.082246e-11
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.004201e+01
6,10,2,1.938297e+01
6,10,3,9.292887e+00
6,10,5,1.423414e+00
6,10,10,2.525868e-02
6,10,20,3.825373e-05
6,10,30,7.535618e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.324506e+01
6,10,2,1.450928e+01
6,10,3,6.890760e+00
6,10,5,1.043821e+00
6,10,10,3.215808e-02
6,10,20,3.051166e-05
6,10,30,7.387825e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.462808e+01
6,10,2,1.549116e+01
6,10,3,5.683989e+00
6,10,5,2.142935e+00
6,10,10,1.725740e-02
6,10,20,4.438245e-05
6,10,30,1.096498e-08
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,1.706772e+01
6,10,2,6.233799e+00
6,10,3,2.492140e+00
6,10,5,4.098787e-01
6,10,10,7.950761e-03
6,10,20,1.562338e-05
6,10,30,1.167564e-09
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.129556e+01
6,10,2,1.478127e+01
6,10,3,7.538744e+00
6,10,5,2.136328e+00
6,10,10,3.113660e-02
6,10,20,2.259459e-05
6,10,30,1.005787e-08
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.272625e+01
6,10,2,1.265449e+01
6,10,3,5.355682e+00
6,10,5,8.097107e-01
6,10,10,1.871076e-02
6,10,20,2.772082e-05
6,10,30,2.295451e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,2.806473e+01
6,10,2,1.965689e+01
6,10,3,8.481368e+00
6,10,5,1.589796e+00
6,10,10,4.630783e-02
6,10,20,3.277216e-05
6,10,30,1.391504e-08
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.479105e+01
6,10,2,1.360067e+01
6,10,3,6.203619e+00
6,10,5,6.800749e-01
6,10,10,1.523982e-02
6,10,20,1.567599e-05
6,10,30,2.979505e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.122448e+01
6,10,2,1.311350e+01
6,10,3,6.402340e+00
6,10,5,1.580319e+00
6,10,10,3.386349e-02
6,10,20,2.043880e-05
6,10,30,3.671403e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,4.552206e+01
6,10,2,1.424045e+01
6,10,3,6.912321e+00
6,10,5,1.714532e+00
6,10,10,3.512527e-02
6,10,20,3.881382e-05
6,10,30,5.364427e-08
6,10,40,2.273737e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.262385e+01
6,10,2,1.656877e+01
6,10,3,9.521870e+00
6,10,5,1.857604e+00
6,10,10,6.752347e-02
6,10,20,3.131421e-05
6,10,30,1.408080e-08
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.599816e+01
6,10,2,1.591167e+01
6,10,3,7.123554e+00
6,10,5,1.031589e+00
6,10,10,1.734566e-02
6,10,20,2.519717e-05
6,10,30,4.447656e-09
6,10,40,0.000000e+00
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.441368e+01
6,10,2,1.374458e+01
6,10,3,5.956861e+00
6,10,5,1.544733e+00
6,10,10,3.929914e-02
6,10,20,1.003001e-04
6,10,30,1.023840e-07
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,3.243909e+01
6,10,2,1.268701e+01
6,10,3,6.696257e+00
6,10,5,1.301052e+00
6,10,10,2.886285e-02
6,10,20,2.939604e-05
6,10,30,6.265964e-09
6,10,40,1.136868e-13
6,10,50,0.000000e+00
6,10,60,0.000000e+00
6,10,70,0.000000e+00
6,10,80,0.000000e+00
6,10,90,0.000000e+00
6,10,100,0.000000e+00
6,10,1,4.006361e+01
6,10,2,8.813601e+00
