funcid,dim,milestone,error
28,30,1,3.638465e+03
28,30,2,3.232794e+03
28,30,3,2.276281e+03
28,30,5,1.590668e+03
28,30,10,1.111967e+03
28,30,20,1.081247e+03
28,30,30,1.076864e+03
28,30,40,1.072908e+03
28,30,50,1.069174e+03
28,30,60,1.064816e+03
28,30,70,1.058476e+03
28,30,80,1.053900e+03
28,30,90,1.050682e+03
28,30,100,1.044250e+03
28,30,1,4.946643e+03
28,30,2,3.236886e+03
28,30,3,2.718574e+03
28,30,5,1.903239e+03
28,30,10,1.248923e+03
28,30,20,1.159133e+03
28,30,30,1.098453e+03
28,30,40,1.087459e+03
28,30,50,1.055972e+03
28,30,60,1.049831e+03
28,30,70,1.045614e+03
28,30,80,1.043326e+03
28,30,90,1.039802e+03
28,30,100,1.034469e+03
28,30,1,5.629334e+03
28,30,2,3.728589e+03
28,30,3,2.913465e+03
28,30,5,2.071173e+03
28,30,10,1.382826e+03
28,30,20,1.302015e+03
28,30,30,1.291690e+03
28,30,40,1.218575e+03
28,30,50,1.213667e+03
28,30,60,1.210574e+03
28,30,70,1.207332e+03
28,30,80,1.205016e+03
28,30,90,1.194984e+03
28,30,100,1.191441e+03
28,30,1,3.957480e+03
28,30,2,3.402338e+03
28,30,3,2.137735e+03
28,30,5,1.583210e+03
28,30,10,1.542013e+03
28,30,20,1.499729e+03
28,30,30,1.348810e+03
28,30,40,1.332845e+03
28,30,50,1.325612e+03
28,30,60,1.323504e+03
28,30,70,1.309475e+03
28,30,80,1.303882e+03
28,30,90,1.297681e+03
28,30,100,1.294745e+03
28,30,1,4.655821e+03
28,30,2,2.835041e+03
28,30,3,2.262001e+03
28,30,5,1.676677e+03
28,30,10,1.552517e+03
28,30,20,1.303070e+03
28,30,30,1.293049e+03
28,30,40,1.287834e+03
28,30,50,1.279858e+03
28,30,60,1.273458e+03
28,30,70,1.268838e+03
28,30,80,1.265612e+03
28,30,90,1.259580e+03
28,30,100,1.256992e+03
28,30,1,5.611694e+03
28,30,2,3.888544e+03
28,30,3,3.214099e+03
28,30,5,2.613503e+03
28,30,10,1.891121e+03
28,30,20,1.278697e+03
28,30,30,1.270941e+03
28,30,40,1.268001e+03
28,30,50,1.265178e+03
28,30,60,1.260710e+03
28,30,70,1.256190e+03
28,30,80,1.250743e+03
28,30,90,1.246767e+03
28,30,100,1.245275e+03
28,30,1,4.668641e+03
28,30,2,3.630014e+03
28,30,3,2.447053e+03
28,30,5,1.918700e+03
28,30,10,1.367242e+03
28,30,20,1.338903e+03
28,30,30,1.332714e+03
28,30,40,1.326859e+03
28,30,50,1.322535e+03
28,30,60,1.313548e+03
28,30,70,1.309019e+03
28,30,80,1.299916e+03
28,30,90,1.292792e+03
28,30,100,1.284929e+03
28,30,1,3.792208e+03
28,30,2,2.349791e+03
28,30,3,1.848463e+03
28,30,5,1.728887e+03
28,30,10,1.703342e+03
28,30,20,1.333979e+03
28,30,30,1.323952e+03
28,30,40,1.315435e+03
28,30,50,1.312459e+03
28,30,60,1.309529e+03
28,30,70,1.305621e+03
28,30,80,1.300812e+03
28,30,90,1.296954e+03
28,30,100,1.289875e+03
28,30,1,4.638653e+03
28,30,2,2.991603e+03
28,30,3,2.691616e+03
28,30,5,1.828764e+03
28,30,10,1.320235e+03
28,30,20,1.234646e+03
28,30,30,1.231602e+03
28,30,40,1.226332e+03
28,30,50,1.221820e+03
28,30,60,1.212470e+03
28,30,70,1.205741e+03
28,30,80,1.199680e+03
28,30,90,1.193418e+03
28,30,100,1.186565e+03
28,30,1,4.536748e+03
28,30,2,3.692465e+03
28,30,3,2.713750e+03
28,30,5,2.234965e+03
28,30,10,1.622473e+03
28,30,20,1.374903e+03
28,30,30,1.367064e+03
28,30,40,1.362938e+03
28,30,50,1.357510e+03
28,30,60,1.354255e+03
28,30,70,1.348236e+03
28,30,80,1.340601e+03
28,30,90,1.337290e+03
28,30,100,1.333307e+03
28,30,1,3.719751e+03
28,30,2,3.373143e+03
28,30,3,2.650761e+03
28,30,5,2.023449e+03
28,30,10,1.291251e+03
28,30,20,1.271273e+03
28,30,30,1.258927e+03
28,30,40,1.254556e+03
28,30,50,1.246834e+03
28,30,60,1.233503e+03
28,30,70,1.225622e+03
28,30,80,1.212110e+03
28,30,90,1.208251e+03
28,30,100,1.204445e+03
28,30,1,4.728129e+03
28,30,2,3.445500e+03
28,30,3,2.752578e+03
28,30,5,2.185712e+03
28,30,10,1.332102e+03
28,30,20,1.197690e+03
28,30,30,1.118806e+03
28,30,40,1.113263e+03
28,30,50,1.109408e+03
28,30,60,1.105758e+03
28,30,70,1.097473e+03
28,30,80,1.092362e+03
28,30,90,1.085061e+03
28,30,100,1.079682e+03
28,30,1,4.742238e+03
28,30,2,4.066187e+03
28,30,3,2.162093e+03
28,30,5,1.950266e+03
28,30,10,1.704885e+03
28,30,20,1.520710e+03
28,30,30,1.470802e+03
28,30,40,1.460883e+03
28,30,50,1.456645e+03
28,30,60,1.446275e+03
28,30,70,1.441059e+03
28,30,80,1.435549e+03
28,30,90,1.428809e+03
28,30,100,1.421765e+03
28,30,1,4.207238e+03
28,30,2,2.991557e+03
28,30,3,2.439973e+03
28,30,5,1.709469e+03
28,30,10,1.235924e+03
28,30,20,1.227175e+03
28,30,30,1.222166e+03
28,30,40,1.217304e+03
28,30,50,1.212887e+03
28,30,60,1.208067e+03
28,30,70,1.203323e+03
28,30,80,1.189874e+03
28,30,90,1.186830e+03
28,30,100,1.180542e+03
28,30,1,4.871835e+03
28,30,2,3.086086e+03
28,30,3,2.657255e+03
28,30,5,2.029647e+03
28,30,10,1.641211e+03
28,30,20,1.484404e+03
28,30,30,1.356488e+03
28,30,40,1.351956e+03
28,30,50,1.346706e+03
28,30,60,1.340395e+03
28,30,70,1.336026e+03
28,30,80,1.332800e+03
28,30,90,1.329066e+03
28,30,100,1.324359e+03
28,30,1,4.393402e+03
28,30,2,3.505970e+03
28,30,3,2.529465e+03
