funcid,dim,milestone,error
22,50,1,1.477560e+04
22,50,2,1.310587e+04
22,50,3,1.241890e+04
22,50,5,1.112035e+04
22,50,10,1.019481e+04
22,50,20,9.731313e+03
22,50,30,9.545464e+03
22,50,40,9.355775e+03
22,50,50,9.221897e+03
22,50,60,9.094922e+03
22,50,70,8.949994e+03
22,50,80,8.858897e+03
22,50,90,8.775108e+03
22,50,100,8.657875e+03
22,50,1,1.448431e+04
22,50,2,1.343407e+04
22,50,3,1.239822e+04
22,50,5,1.160022e+04
22,50,10,1.037040e+04
22,50,20,1.017736e+04
22,50,30,9.948510e+03
22,50,40,9.718267e+03
22,50,50,9.534427e+03
22,50,60,9.373351e+03
22,50,70,9.190652e+03
22,50,80,8.910493e+03
22,50,90,8.795579e+03
22,50,100,8.696998e+03
22,50,1,1.434411e+04
22,50,2,1.248960e+04
22,50,3,1.147856e+04
22,50,5,1.054499e+04
22,50,10,9.972274e+03
22,50,20,9.809164e+03
22,50,30,9.674940e+03
22,50,40,9.479129e+03
22,50,50,9.364132e+03
22,50,60,9.185752e+03
22,50,70,9.080773e+03
22,50,80,8.886068e+03
22,50,90,8.797995e+03
22,50,100,8.680466e+03
22,50,1,1.457848e+04
22,50,2,1.222229e+04
22,50,3,1.122504e+04
22,50,5,1.096414e+04
22,50,10,9.739923e+03
22,50,20,9.529772e+03
22,50,30,9.329857e+03
22,50,40,9.192055e+03
22,50,50,9.045761e+03
22,50,60,8.859491e+03
22,50,70,8.702413e+03
22,50,80,8.582118e+03
22,50,90,8.393744e+03
22,50,100,8.281635e+03
22,50,1,1.505656e+04
22,50,2,1.314759e+04
22,50,3,1.297921e+04
22,50,5,1.158989e+04
22,50,10,1.007576e+04
22,50,20,9.706156e+03
22,50,30,9.575212e+03
22,50,40,9.385400e+03
22,50,50,9.147782e+03
22,50,60,9.014959e+03
22,50,70,8.850281e+03
22,50,80,8.718455e+03
22,50,90,8.551026e+03
22,50,100,8.464064e+03
22,50,1,1.456044e+04
22,50,2,1.327317e+04
22,50,3,1.212591e+04
22,50,5,1.109188e+04
22,50,10,1.080207e+04
22,50,20,1.037105e+04
22,50,30,1.007963e+04
22,50,40,9.943056e+03
22,50,50,9.786525e+03
22,50,60,9.668203e+03
22,50,70,9.548459e+03
22,50,80,9.427374e+03
22,50,90,9.307653e+03
22,50,100,9.237261e+03
22,50,1,1.382607e+04
22,50,2,1.308034e+04
22,50,3,1.187937e+04
22,50,5,1.097596e+04
22,50,10,1.003573e+04
22,50,20,9.905210e+03
22,50,30,9.807207e+03
22,50,40,9.683148e+03
22,50,50,9.530036e+03
22,50,60,9.391591e+03
22,50,70,9.239774e+03
22,50,80,9.109675e+03
22,50,90,8.944118e+03
22,50,100,8.812659e+03
22,50,1,1.474302e+04
22,50,2,1.283997e+04
22,50,3,1.165430e+04
22,50,5,1.143826e+04
22,50,10,1.063757e+04
22,50,20,1.023030e+04
22,50,30,1.005493e+04
22,50,40,9.895700e+03
22,50,50,9.582848e+03
22,50,60,9.221375e+03
22,50,70,8.892227e+03
22,50,80,8.691157e+03
22,50,90,8.556347e+03
22,50,100,8.424595e+03
22,50,1,1.386360e+04
22,50,2,1.243268e+04
22,50,3,1.207169e+04
22,50,5,1.126388e+04
22,50,10,1.114502e+04
22,50,20,1.050669e+04
22,50,30,1.030186e+04
22,50,40,1.007877e+04
22,50,50,9.902538e+03
22,50,60,9.733746e+03
22,50,70,9.548240e+03
22,50,80,9.305467e+03
22,50,90,9.152933e+03
22,50,100,9.033844e+03
22,50,1,1.421089e+04
22,50,2,1.290155e+04
22,50,3,1.229266e+04
22,50,5,1.079465e+04
22,50,10,1.057626e+04
22,50,20,9.471370e+03
22,50,30,9.240879e+03
22,50,40,9.059227e+03
22,50,50,8.879496e+03
22,50,60,8.532924e+03
22,50,70,8.319612e+03
22,50,80,8.060875e+03
22,50,90,7.882338e+03
22,50,100,7.697001e+03
22,50,1,1.416878e+04
22,50,2,1.229523e+04
22,50,3,1.196996e+04
22,50,5,9.858409e+03
22,50,10,8.714539e+03
22,50,20,8.622150e+03
22,50,30,8.592296e+03
22,50,40,8.561086e+03
22,50,50,8.529757e+03
22,50,60,8.490979e+03
22,50,70,8.423948e+03
22,50,80,8.391421e+03
22,50,90,8.354496e+03
22,50,100,8.291730e+03
22,50,1,1.385522e+04
22,50,2,1.259412e+04
22,50,3,1.151869e+04
22,50,5,1.089356e+04
22,50,10,1.061346e+04
22,50,20,1.030928e+04
22,50,30,1.012778e+04
22,50,40,9.933754e+03
22,50,50,9.561112e+03
22,50,60,9.400484e+03
22,50,70,9.121857e+03
22,50,80,9.026959e+03
22,50,90,8.880036e+03
22,50,100,8.748643e+03
22,50,1,1.354680e+04
22,50,2,1.290674e+04
22,50,3,1.219568e+04
22,50,5,1.043210e+04
22,50,10,1.019808e+04
22,50,20,9.880230e+03
22,50,30,9.731926e+03
22,50,40,9.542808e+03
22,50,50,9.329920e+03
22,50,60,9.186759e+03
22,50,70,8.919615e+03
22,50,80,8.772461e+03
22,50,90,8.574266e+03
22,50,100,8.431534e+03
22,50,1,1.420144e+04
22,50,2,1.324986e+04
22,50,3,1.223481e+04
22,50,5,1.138274e+04
22,50,10,9.796177e+03
22,50,20,9.639605e+03
22,50,30,9.511491e+03
22,50,40,9.350135e+03
22,50,50,9.269070e+03
22,50,60,9.181483e+03
22,50,70,9.011425e+03
22,50,80,8.830244e+03
22,50,90,8.648920e+03
22,50,100,8.527463e+03
22,50,1,1.503828e+04
22,50,2,1.352527e+04
22,50,3,1.219594e+04
22,50,5,1.047880e+04
22,50,10,1.019510e+04
22,50,20,9.904149e+03
22,50,30,9.755252e+03
22,50,40,9.553477e+03
22,50,50,9.430779e+03
22,50,60,9.264643e+03
22,50,70,9.040844e+03
22,50,80,8.883178e+03
22,50,90,8.785693e+03
22,50,100,8.686502e+03
22,50,1,1.491980e+04
22,50,2,1.289685e+04
22,50,3,1.183502e+04
22,50,5,1.098705e+04
22,50,10,9.949599e+03
22,50,20,9.642631e+03
22,50,30,9.469570e+03
22,50,40,9.212019e+03
22,50,50,8.966657e+03
22,50,60,8.746168e+03
22,50,70,8.442514e+03
22,50,80,8.301024e+03
22,50,90,8.135413e+03
22,50,100,7.953482e+03
22,50,1,1.490763e+04
