alg,fitness
AGG-BLX,-4.49195
AGG-BLX,-4.49072
AGG-BLX,-4.511
AGG-BLX,-4.4998
AGG-BLX,-4.49198
AGG-BLX,-4.49253
AGE-ARIT,-4.62568
AGE-ARIT,-4.73854
AGE-ARIT,-4.58522
AGE-ARIT,-4.53426
AGE-ARIT,-4.60144
AGE-ARIT,-4.61423
AGE-ARIT,-4.55464
AGE-ARIT,-4.68376
AGE-ARIT,-4.64552
AGE-ARIT,-4.61002
AGE-ARIT,-4.55777
AGE-ARIT,-4.57148
AGE-ARIT,-4.56862
AGE-ARIT,-4.67138
AGE-ARIT,-4.59064
AGE-ARIT,-4.66231
AGE-ARIT,-4.58909
AGE-ARIT,-4.62921
AGE-ARIT,-4.67662
AGE-ARIT,-4.62282
AGE-ARIT,-4.6401
AGE-ARIT,-4.59758
AGE-ARIT,-4.59915
AGE-ARIT,-4.61122
AGE-ARIT,-4.60965
AGE-ARIT,-4.69949
AGE-ARIT,-4.58719
AGE-ARIT,-4.619
AGE-ARIT,-4.60242
AGE-ARIT,-4.58861
AGE-ARIT,-4.59034
AGE-ARIT,-4.60763
AGE-ARIT,-4.57776
AGE-ARIT,-4.61907
AGE-ARIT,-4.62601
AGE-ARIT,-4.62921
AGE-ARIT,-4.6746
AGE-ARIT,-4.62448
AGE-ARIT,-4.63522
AGE-ARIT,-4.5844
AGE-ARIT,-4.63828
AGE-ARIT,-4.64876
AGE-ARIT,-4.65388
AGE-ARIT,-4.54195
AGE-ARIT,-4.54381
AGE-ARIT,-4.62087
AGE-ARIT,-4.53648
AGE-ARIT,-4.57863
AGE-ARIT,-4.69867
AGE-ARIT,-4.58639
AGE-BLX,-4.51474
AGE-BLX,-4.54475
AGE-BLX,-4.51314
AGE-BLX,-4.49338
AGE-BLX,-4.49658
AGE-BLX,-4.50718
AGE-BLX,-4.52574
AGE-BLX,-4.49759
AGE-BLX,-4.49903
AGE-BLX,-4.49957
AGE-BLX,-4.51183
AGE-BLX,-4.5137
AGE-BLX,-4.49609
AGE-BLX,-4.49898
AGE-BLX,-4.51275
AGE-BLX,-4.5555
AGE-BLX,-4.49215
AGE-BLX,-4.5177
AGE-BLX,-4.51322
AGE-BLX,-4.49558
AGE-BLX,-4.52005
AGE-BLX,-4.52224
AGE-BLX,-4.49193
AGE-BLX,-4.51306
AGE-BLX,-4.50326
AGE-BLX,-4.50035
AGE-BLX,-4.50552
AGE-BLX,-4.49987
AGE-BLX,-4.50992
AGE-BLX,-4.4939
AGE-BLX,-4.51449
AGE-BLX,-4.50534
AGE-BLX,-4.49929
AGE-BLX,-4.50116
AGE-BLX,-4.51185
AGE-BLX,-4.49132
AGE-BLX,-4.50498
AGE-BLX,-4.52324
AGE-BLX,-4.50216
AGE-BLX,-4.50352
AGE-BLX,-4.51452
AGE-BLX,-4.51127
AGE-BLX,-4.54294
AGE-BLX,-4.49625
AGE-BLX,-4.49169
AGE-BLX,-4.49607
AGE-BLX,-4.49034
AGE-BLX,-4.51939
AGE-BLX,-4.56113
AGE-BLX,-4.50127
AM-ALL,-4.56162
AM-ALL,-4.68313
AM-ALL,-4.61382
AM-ALL,-4.57143
AM-ALL,-4.59719
AM-ALL,-4.59218
AM-ALL,-4.55111
AM-ALL,-4.59997
AM-ALL,-4.59839
AM-ALL,-4.56578
AM-ALL,-4.57108
AM-ALL,-4.52898
AM-ALL,-4.54602
AM-ALL,-4.54146
AM-ALL,-4.62662
AM-ALL,-4.61597
AM-ALL,-4.60351
AM-ALL,-4.57203
AM-ALL,-4.58808
AM-ALL,-4.5458
AM-ALL,-4.57364
AM-ALL,-4.66671
AM-ALL,-4.58068
AM-ALL,-4.60306
AM-ALL,-4.57249
AM-ALL,-4.63983
AM-ALL,-4.57561
AM-ALL,-4.62337
AM-ALL,-4.6021
AM-ALL,-4.59696
AM-ALL,-4.63021
AM-ALL,-4.62475
AM-ALL,-4.57855
AM-ALL,-4.56824
AM-ALL,-4.55448
AM-ALL,-4.60102
AM-ALL,-4.5415
AM-ALL,-4.61987
AM-ALL,-4.57128
AM-ALL,-4.56357
AM-ALL,-4.61032
AM-ALL,-4.58636
AM-ALL,-4.63382
AM-ALL,-4.57565
AM-ALL,-4.5877
AM-ALL,-4.63107
AM-ALL,-4.54907
AM-ALL,-4.55697
AM-ALL,-4.63223
AM-ALL,-4.60522
AM-RAND,-4.49039
AM-RAND,-4.49032
AM-RAND,-4.49107
AM-RAND,-4.49025
AM-RAND,-4.49055
AM-RAND,-4.4907
AM-RAND,-4.4903
AM-RAND,-4.4903
AM-RAND,-4.49032
AM-RAND,-4.49032
AM-RAND,-4.49026
AM-RAND,-4.49027
AM-RAND,-4.49032
AM-RAND,-4.49037
AM-RAND,-4.4903
AM-RAND,-4.4907
AM-RAND,-4.49039
AM-RAND,-4.4903
AM-RAND,-4.49052
AM-RAND,-4.49033
AM-RAND,-4.49026
AM-RAND,-4.49494
AM-RAND,-4.49026
AM-RAND,-4.49026
AM-RAND,-4.49033
AM-RAND,-4.49039
AM-RAND,-4.49029
AM-RAND,-4.49032
AM-RAND,-4.4905
AM-RAND,-4.49038
AM-RAND,-4.49036
AM-RAND,-4.4903
AM-RAND,-4.49036
AM-RAND,-4.49032
AM-RAND,-4.49029
AM-RAND,-4.4903
AM-RAND,-4.49067
AM-RAND,-4.49064
AM-RAND,-4.49028
AM-RAND,-4.49033
AM-RAND,-4.49056
AM-RAND,-4.49039
AM-RAND,-4.49034
AM-RAND,-4.49025
AM-RAND,-4.49029
AM-RAND,-4.49031
AM-RAND,-4.49035
AM-RAND,-4.49028
AM-RAND,-4.49032
AM-RAND,-4.4906
AM-BEST,-4.49031
AM-BEST,-4.49025
AM-BEST,-4.49042
AM-BEST,-4.49025
AM-BEST,-4.4903
AM-BEST,-4.4905
AM-BEST,-4.49026
AM-BEST,-4.49025
AM-BEST,-4.4903
AM-BEST,-4.4903
AM-BEST,-4.49025
AM-BEST,-4.49026
AM-BEST,-4.49025
AM-BEST,-4.49026
AM-BEST,-4.49035
AM-BEST,-4.49041
AM-BEST,-4.49033
AM-BEST,-4.49034
AM-BEST,-4.49027
AM-BEST,-4.49053
AM-BEST,-4.49026
AM-BEST,-4.49027
AM-BEST,-4.4903
AM-BEST,-4.49026
AM-BEST,-4.49055
AM-BEST,-4.49029
AM-BEST,-4.49031
AM-BEST,-4.49036
AM-BEST,-4.49028
AM-BEST,-4.49028
AM-BEST,-4.49028
AM-BEST,-4.49029
AM-BEST,-4.4904
AM-BEST,-4.49026
AM-BEST,-4.49025
AM-BEST,-4.4903
AM-BEST,-4.49025
AM-BEST,-4.49041
AM-BEST,-4.4903
AM-BEST,-4.49026
