funcid,dim,milestone,error
1,10,1,5.066902e+09
1,10,2,1.506627e+09
1,10,3,1.406554e+09
1,10,5,1.207101e+08
1,10,10,5.314819e+05
1,10,20,3.927461e+02
1,10,30,9.504935e+00
1,10,40,3.457888e+00
1,10,50,3.396673e+00
1,10,60,3.385447e+00
1,10,70,3.383448e+00
1,10,80,3.383399e+00
1,10,90,3.383399e+00
1,10,100,3.383208e+00
1,10,1,3.004494e+09
1,10,2,5.373161e+08
1,10,3,5.186655e+08
1,10,5,6.616124e+06
1,10,10,1.252921e+05
1,10,20,2.355080e+02
1,10,30,2.260335e+02
1,10,40,2.256784e+02
1,10,50,2.256601e+02
1,10,60,2.256574e+02
1,10,70,2.256554e+02
1,10,80,2.256551e+02
1,10,90,2.256549e+02
1,10,100,2.256547e+02
1,10,1,1.843583e+09
1,10,2,3.735588e+08
1,10,3,3.731873e+08
1,10,5,2.563405e+07
1,10,10,2.836974e+05
1,10,20,9.983730e+01
1,10,30,2.244954e+01
1,10,40,2.213185e+01
1,10,50,2.211844e+01
1,10,60,2.211670e+01
1,10,70,2.211611e+01
1,10,80,2.211603e+01
1,10,90,2.211565e+01
1,10,100,2.211565e+01
1,10,1,6.191748e+09
1,10,2,2.546707e+09
1,10,3,2.301721e+09
1,10,5,3.082139e+08
1,10,10,2.570057e+06
1,10,20,7.289089e+02
1,10,30,6.063076e+02
1,10,40,6.030816e+02
1,10,50,6.030318e+02
1,10,60,6.030274e+02
1,10,70,6.030264e+02
1,10,80,6.030242e+02
1,10,90,6.030237e+02
1,10,100,6.030232e+02
1,10,1,2.969159e+09
1,10,2,1.155461e+09
1,10,3,1.151119e+09
1,10,5,4.707837e+07
1,10,10,1.590710e+06
1,10,20,3.002477e+03
1,10,30,2.933616e+03
1,10,40,2.931979e+03
1,10,50,2.931928e+03
1,10,60,2.931924e+03
1,10,70,2.931913e+03
1,10,80,2.931908e+03
1,10,90,2.931904e+03
1,10,100,2.931899e+03
1,10,1,2.929326e+09
1,10,2,8.661472e+08
1,10,3,8.660933e+08
1,10,5,8.136264e+07
1,10,10,8.856449e+05
1,10,20,1.331937e+03
1,10,30,1.063114e+03
1,10,40,1.057862e+03
1,10,50,1.057697e+03
1,10,60,1.057687e+03
1,10,70,1.057683e+03
1,10,80,1.057681e+03
1,10,90,1.057680e+03
1,10,100,1.057679e+03
1,10,1,5.059366e+09
1,10,2,1.612670e+09
1,10,3,1.602605e+09
1,10,5,1.658202e+08
1,10,10,1.535171e+06
1,10,20,6.409474e+02
1,10,30,1.382365e+01
