funcid,dim,milestone,error
26,10,1,1.964506e+03
26,10,2,1.587942e+03
26,10,3,1.321983e+03
26,10,5,8.237809e+02
26,10,10,5.502240e+02
26,10,20,5.303716e+02
26,10,30,4.546478e+02
26,10,40,4.546028e+02
26,10,50,4.546018e+02
26,10,60,4.546018e+02
26,10,70,4.546018e+02
26,10,80,4.546018e+02
26,10,90,4.546018e+02
26,10,100,4.546018e+02
26,10,1,2.048897e+03
26,10,2,1.969607e+03
26,10,3,1.282511e+03
26,10,5,6.804110e+02
26,10,10,4.428883e+02
26,10,20,3.519702e+02
26,10,30,3.305816e+02
26,10,40,3.006785e+02
26,10,50,3.000059e+02
26,10,60,3.000007e+02
26,10,70,3.000001e+02
26,10,80,3.000000e+02
26,10,90,3.000000e+02
26,10,100,3.000000e+02
26,10,1,2.157434e+03
26,10,2,2.053254e+03
26,10,3,2.043632e+03
26,10,5,1.597160e+03
26,10,10,1.063530e+03
26,10,20,5.762089e+02
26,10,30,4.321686e+02
26,10,40,6.997416e-01
26,10,50,1.279674e-02
26,10,60,2.361828e-03
26,10,70,1.003280e-03
26,10,80,1.905963e-04
26,10,90,1.336541e-04
26,10,100,1.336541e-04
26,10,1,1.419042e+03
26,10,2,1.366189e+03
26,10,3,1.366041e+03
26,10,5,1.091361e+03
26,10,10,9.062400e+01
26,10,20,2.719890e-01
26,10,30,2.326209e-02
26,10,40,2.307212e-03
26,10,50,5.452895e-04
26,10,60,3.525595e-04
26,10,70,2.621487e-04
26,10,80,1.759855e-04
26,10,90,1.717581e-04
26,10,100,1.370889e-04
26,10,1,1.320733e+03
26,10,2,9.571915e+02
26,10,3,9.471732e+02
26,10,5,7.566351e+02
26,10,10,6.509693e+02
26,10,20,6.374873e+02
26,10,30,6.369271e+02
26,10,40,6.809395e+01
26,10,50,1.992659e-01
26,10,60,7.526854e-03
26,10,70,9.995117e-04
26,10,80,3.410913e-04
26,10,90,2.321639e-04
26,10,100,1.961950e-04
26,10,1,1.352341e+03
26,10,2,1.246693e+03
26,10,3,1.246173e+03
26,10,5,7.052129e+02
26,10,10,3.357189e+02
26,10,20,2.008730e+02
26,10,30,2.000540e+02
26,10,40,2.000023e+02
26,10,50,2.000012e+02
26,10,60,2.000004e+02
26,10,70,2.000004e+02
26,10,80,2.000003e+02
26,10,90,2.000003e+02
26,10,100,2.000002e+02
26,10,1,1.813358e+03
26,10,2,1.506806e+03
26,10,3,1.480364e+03
26,10,5,4.248477e+02
26,10,10,2.270793e+02
26,10,20,4.001417e-01
26,10,30,2.079619e-02
26,10,40,2.522693e-03
26,10,50,8.451828e-04
26,10,60,5.738847e-04
26,10,70,3.276259e-04
26,10,80,2.815989e-04
26,10,90,2.734966e-04
26,10,100,1.686996e-04
26,10,1,1.587479e+03
26,10,2,9.926791e+02
26,10,3,9.925099e+02
26,10,5,9.677532e+02
26,10,10,8.123873e+02
26,10,20,5.136950e+02
26,10,30,5.127455e+02
26,10,40,1.524944e+02
26,10,50,8.896089e-01
26,10,60,3.463537e-02
26,10,70,3.043204e-03
26,10,80,1.207803e-03
26,10,90,7.366064e-04
26,10,100,3.874134e-04
26,10,1,1.315981e+03
26,10,2,3.057613e+02
26,10,3,2.868383e+02
26,10,5,7.372446e+01
26,10,10,1.034752e+01
26,10,20,7.800371e-02
26,10,30,4.803551e-03
26,10,40,7.170342e-04
26,10,50,3.466118e-04
26,10,60,3.207171e-04
26,10,70,2.468042e-04
26,10,80,1.661266e-04
26,10,90,1.661266e-04
26,10,100,1.589097e-04
26,10,1,2.032867e+03
26,10,2,1.815504e+03
26,10,3,1.812079e+03
26,10,5,1.743733e+03
26,10,10,4.331401e+02
26,10,20,2.160962e+00
26,10,30,5.312817e-02
26,10,40,3.146813e-03
26,10,50,7.793813e-04
26,10,60,5.122776e-04
26,10,70,3.303477e-04
26,10,80,2.323084e-04
26,10,90,1.857293e-04
26,10,100,9.738648e-05
26,10,1,1.103823e+03
26,10,2,6.792202e+02
26,10,3,6.257238e+02
26,10,5,2.785871e+02
26,10,10,2.060608e+02
26,10,20,2.000861e+02
26,10,30,2.048853e+01
26,10,40,5.635649e-02
26,10,50,4.334328e-03
26,10,60,1.300076e-03
26,10,70,4.006726e-04
26,10,80,2.380030e-04
26,10,90,2.284662e-04
26,10,100,1.789164e-04
26,10,1,1.717726e+03
26,10,2,1.546178e+03
26,10,3,1.533971e+03
26,10,5,1.167159e+03
26,10,10,9.294629e+02
26,10,20,1.559653e+01
26,10,30,1.103581e-01
26,10,40,5.745971e-03
26,10,50,1.708129e-03
26,10,60,9.737312e-04
26,10,70,2.730450e-04
26,10,80,2.079795e-04
26,10,90,8.439626e-05
26,10,100,8.439626e-05
26,10,1,1.010764e+03
26,10,2,7.136933e+02
26,10,3,7.134074e+02
26,10,5,6.004873e+02
26,10,10,2.533328e+02
26,10,20,2.001588e+02
26,10,30,2.000173e+02
26,10,40,2.000036e+02
26,10,50,2.000012e+02
26,10,60,2.000007e+02
26,10,70,2.000005e+02
26,10,80,2.000004e+02
26,10,90,2.000003e+02
26,10,100,2.000003e+02
26,10,1,2.296360e+03
26,10,2,1.695374e+03
26,10,3,1.600280e+03
26,10,5,1.259948e+03
26,10,10,4.576470e+02
26,10,20,2.026899e+02
26,10,30,2.000498e+02
26,10,40,2.000035e+02
26,10,50,2.000012e+02
26,10,60,2.000006e+02
26,10,70,2.000005e+02
26,10,80,2.000003e+02
26,10,90,2.000002e+02
26,10,100,2.000002e+02
26,10,1,1.806279e+03
26,10,2,1.721147e+03
26,10,3,1.229087e+03
26,10,5,8.893491e+02
26,10,10,6.435322e+02
26,10,20,5.946246e+02
26,10,30,5.470454e+02
26,10,40,5.470265e+02
26,10,50,5.470255e+02
26,10,60,5.470254e+02
26,10,70,5.470253e+02
26,10,80,5.470253e+02
26,10,90,5.470253e+02
26,10,100,5.470253e+02
26,10,1,1.690082e+03
26,10,2,8.654010e+02
26,10,3,8.638738e+02
26,10,5,4.127514e+02
26,10,10,2.652370e+02
26,10,20,4.672916e+01
26,10,30,1.499730e-01
26,10,40,9.618640e-03
26,10,50,1.936375e-03
26,10,60,1.037886e-03
26,10,70,4.288570e-04
26,10,80,2.154123e-04
26,10,90,1.581183e-04
26,10,100,1.010330e-04
26,10,1,1.251615e+03
26,10,2,1.112032e+03
26,10,3,1.112013e+03
26,10,5,1.088226e+03
26,10,10,1.073867e+03
26,10,20,6.353439e+02
26,10,30,6.349194e+02
26,10,40,6.348967e+02
26,10,50,7.105684e+01
26,10,60,5.053176e-01
26,10,70,9.390785e-03
26,10,80,1.136287e-03
26,10,90,8.096781e-04
26,10,100,4.231071e-04
26,10,1,1.894713e+03
26,10,2,1.774633e+03
26,10,3,1.692308e+03
26,10,5,1.419266e+03
26,10,10,1.319512e+03
26,10,20,2.362201e+02
26,10,30,1.590870e+00
26,10,40,1.678723e-02
26,10,50,1.412443e-03
26,10,60,3.618463e-04
26,10,70,3.228986e-04
26,10,80,2.717630e-04
26,10,90,2.071089e-04
26,10,100,2.071089e-04
26,10,1,1.255016e+03
26,10,2,7.049799e+02
26,10,3,5.821974e+02
26,10,5,5.104086e+02
26,10,10,4.354428e+02
26,10,20,4.341353e+02
26,10,30,4.341349e+02
26,10,40,4.341349e+02
26,10,50,4.341349e+02
26,10,60,4.341349e+02
26,10,70,4.341349e+02
26,10,80,4.341349e+02
26,10,90,4.341349e+02
26,10,100,4.341349e+02
26,10,1,1.701380e+03
26,10,2,1.415868e+03
26,10,3,1.287754e+03
26,10,5,7.639558e+02
26,10,10,7.257458e+02
26,10,20,5.175097e+02
26,10,30,4.777192e+02
26,10,40,4.323642e+02
26,10,50,4.170645e+02
26,10,60,4.169867e+02
26,10,70,4.169814e+02
26,10,80,4.169812e+02
26,10,90,4.169812e+02
26,10,100,4.169812e+02
26,10,1,1.242690e+03
26,10,2,9.558340e+02
26,10,3,8.598871e+02
26,10,5,6.950937e+02
26,10,10,5.270865e+01
26,10,20,2.424329e-01
26,10,30,1.760212e-02
26,10,40,2.468583e-03
26,10,50,6.489894e-04
26,10,60,3.431533e-04
26,10,70,1.855575e-04
26,10,80,1.771140e-04
26,10,90,1.603539e-04
26,10,100,1.603539e-04
26,10,1,1.358984e+03
26,10,2,1.139839e+03
26,10,3,1.115317e+03
26,10,5,8.619231e+02
26,10,10,8.339174e+02
26,10,20,4.738662e+02
26,10,30,4.718535e+02
26,10,40,4.700405e+02
26,10,50,4.686494e+02
26,10,60,4.680545e+02
26,10,70,4.674223e+02
26,10,80,4.670327e+02
26,10,90,4.669038e+02
26,10,100,4.667828e+02
26,10,1,1.474868e+03
26,10,2,1.354706e+03
26,10,3,1.284241e+03
26,10,5,8.183470e+02
26,10,10,5.721417e+02
26,10,20,5.540610e+02
26,10,30,5.278954e+02
26,10,40,5.264832e+02
26,10,50,5.260319e+02
26,10,60,5.256248e+02
26,10,70,5.254718e+02
26,10,80,5.254000e+02
26,10,90,5.217400e+02
26,10,100,5.207473e+02
26,10,1,1.252667e+03
26,10,2,5.712178e+02
26,10,3,5.615287e+02
26,10,5,2.543105e+02
26,10,10,2.058457e+02
26,10,20,2.000600e+02
26,10,30,2.000049e+02
26,10,40,2.000014e+02
26,10,50,2.000008e+02
26,10,60,2.000004e+02
26,10,70,2.000003e+02
26,10,80,2.000003e+02
26,10,90,2.000003e+02
26,10,100,2.000002e+02
26,10,1,1.785725e+03
26,10,2,1.581685e+03
26,10,3,1.581055e+03
26,10,5,1.538509e+03
26,10,10,1.024398e+03
26,10,20,6.344199e+02
26,10,30,5.929778e+02
26,10,40,5.929100e+02
26,10,50,5.929089e+02
26,10,60,5.929087e+02
26,10,70,5.929087e+02
26,10,80,5.929087e+02
26,10,90,5.929087e+02
26,10,100,5.929087e+02
26,10,1,1.227609e+03
26,10,2,9.976485e+02
26,10,3,9.579498e+02
26,10,5,3.768718e+02
26,10,10,2.209851e+02
26,10,20,1.638382e+00
26,10,30,5.713449e-02
26,10,40,4.453735e-03
26,10,50,9.553365e-04
26,10,60,4.141050e-04
26,10,70,3.264985e-04
26,10,80,1.863095e-04
26,10,90,1.863095e-04
26,10,100,1.863095e-04
26,10,1,1.460843e+03
26,10,2,1.231139e+03
26,10,3,1.229929e+03
26,10,5,7.492419e+02
26,10,10,2.646805e+02
26,10,20,2.002616e+02
26,10,30,2.000103e+02
26,10,40,2.000019e+02
26,10,50,2.000005e+02
26,10,60,2.000005e+02
26,10,70,2.000004e+02
26,10,80,2.000002e+02
26,10,90,2.000002e+02
26,10,100,2.000002e+02
26,10,1,1.803812e+03
26,10,2,1.360765e+03
26,10,3,7.933322e+02
26,10,5,7.605838e+02
26,10,10,2.849003e+02
26,10,20,2.003179e+02
26,10,30,2.000208e+02
26,10,40,2.000023e+02
26,10,50,2.000010e+02
26,10,60,2.000006e+02
26,10,70,2.000003e+02
26,10,80,2.000002e+02
26,10,90,2.000002e+02
26,10,100,2.000002e+02
26,10,1,1.819382e+03
26,10,2,1.513180e+03
26,10,3,1.507241e+03
26,10,5,7.959859e+02
26,10,10,1.063091e+02
26,10,20,2.571969e-01
26,10,30,1.521779e-02
26,10,40,1.627508e-03
26,10,50,7.187835e-04
26,10,60,3.475610e-04
26,10,70,1.808777e-04
26,10,80,1.808777e-04
26,10,90,1.656718e-04
26,10,100,1.656718e-04
26,10,1,7.296396e+02
26,10,2,3.891270e+02
26,10,3,3.831691e+02
26,10,5,2.828146e+02
26,10,10,2.088317e+02
26,10,20,2.001526e+02
26,10,30,2.000194e+02
26,10,40,2.000023e+02
26,10,50,2.000008e+02
26,10,60,2.000006e+02
26,10,70,2.000003e+02
26,10,80,2.000002e+02
26,10,90,2.000002e+02
26,10,100,2.000002e+02
26,10,1,1.716273e+03
26,10,2,1.655093e+03
26,10,3,1.654829e+03
26,10,5,1.581450e+03
26,10,10,4.515845e+02
26,10,20,2.019532e+02
26,10,30,2.000494e+02
26,10,40,2.000032e+02
26,10,50,2.000010e+02
26,10,60,2.000004e+02
26,10,70,2.000004e+02
26,10,80,2.000003e+02
26,10,90,2.000002e+02
26,10,100,2.000002e+02
